Var1,Var2,obs,exp,n,pmr
E669,I802,8,1.09,89,7.339449541284403
F179,I119,218,29.85,2473,7.3031825795644885
E149,I516,39,5.36,383,7.276119402985074
D689,E149,8,1.1,88,7.2727272727272725
I250,N189,29,3.99,243,7.268170426065162
I250,M199,14,1.9300000000000002,111,7.253886010362693
T817,Y839,15,2.07,159,7.246376811594203
T905,Y86,11,1.52,110,7.2368421052631575
C61,I250,11,1.55,96,7.096774193548387
I119,I64,29,4.09,279,7.090464547677262
E46,I250,8,1.13,71,7.079646017699115
I10,T941,10,1.42,87,7.042253521126761
E119,I119,49,7.0200000000000005,508,6.98005698005698
E780,M819,8,1.16,67,6.8965517241379315
I500,R268,9,1.31,72,6.870229007633587
M819,R64,9,1.32,80,6.8181818181818175
I500,R55,15,2.21,139,6.787330316742081
F03,I38,28,4.23,239,6.619385342789597
J690,M628,8,1.21,75,6.6115702479338845
E149,I131,37,5.61,436,6.59536541889483
C61,I119,13,1.98,126,6.565656565656566
I250,T68,7,1.07,75,6.5420560747663545
F03,M809,12,1.84,102,6.521739130434782
J690,R263,11,1.69,114,6.508875739644971
E149,F102,14,2.17,200,6.451612903225807
F03,T68,9,1.4,86,6.428571428571429
I251,Y839,14,2.18,158,6.422018348623853
F03,Y86,13,2.03,119,6.403940886699508
E669,I119,60,9.41,891,6.376195536663125
E149,I38,22,3.46,248,6.358381502890174
E119,R263,8,1.26,81,6.349206349206349
I119,T68,8,1.26,90,6.349206349206349
I48,Y839,9,1.42,100,6.338028169014085
G20,G318,17,2.72,185,6.249999999999999
I251,M819,56,8.96,516,6.249999999999999
I500,T818,7,1.14,77,6.140350877192983
F101,I119,11,1.81,171,6.077348066298343
E149,I110,31,5.12,367,6.0546875
T941,Y86,19,3.15,187,6.031746031746032
R54,R64,32,5.3100000000000005,283,6.0263653483992465
I48,R529,6,1.01,55,5.9405940594059405
M628,R688,7,1.18,83,5.932203389830509
I10,R268,24,4.05,232,5.9259259259259265
F03,Y831,10,1.69,97,5.9171597633136095
M819,R53,23,3.89,218,5.912596401028278
E149,F101,9,1.53,136,5.88235294117647
G319,I251,6,1.02,62,5.88235294117647
E079,I10,13,2.23,136,5.829596412556054
I131,J449,18,3.11,218,5.787781350482315
I119,K922,10,1.73,124,5.780346820809249
I516,N189,10,1.73,103,5.780346820809249
F101,I48,14,2.43,200,5.761316872427983
A419,M819,12,2.09,129,5.741626794258374
D649,I250,18,3.14,193,5.732484076433121
M069,M819,11,1.92,123,5.729166666666667
I250,N390,13,2.28,142,5.701754385964913
I250,I694,11,1.93,125,5.699481865284974
I119,J969,14,2.47,158,5.668016194331983
M628,N179,20,3.53,243,5.6657223796034
I251,T818,9,1.59,113,5.660377358490566
I119,I694,10,1.77,122,5.649717514124294
C349,F03,18,3.2,202,5.625
F03,M628,12,2.14,128,5.607476635514018
E142,I519,6,1.08,82,5.555555555555555
F03,H540,8,1.44,80,5.555555555555555
J449,Y839,7,1.28,101,5.46875
E871,R53,6,1.1,72,5.454545454545454
F03,M139,15,2.76,153,5.434782608695652
D471,I10,7,1.29,78,5.426356589147287
T818,Y839,28,5.17,366,5.415860735009671
R263,R53,18,3.33,202,5.405405405405405
F03,R54,173,32.09,1699,5.391087566220006
F03,J439,21,3.9,244,5.384615384615385
J189,M628,8,1.49,100,5.369127516778524
I10,M819,202,37.81,2185,5.342501983602221
I110,I350,8,1.5,88,5.333333333333333
D689,I251,13,2.46,183,5.284552845528455
I500,Y839,7,1.33,91,5.263157894736842
E785,I119,37,7.04,499,5.255681818181818
R263,R54,9,1.72,90,5.232558139534884
C189,R53,6,1.15,66,5.217391304347826
F101,I10,33,6.4,567,5.15625
E149,I259,24,4.71,329,5.095541401273885
I119,J960,8,1.58,108,5.063291139240506
R268,R628,10,1.98,110,5.05050505050505
G20,G309,27,5.35,320,5.046728971962617
D649,I258,6,1.19,69,5.042016806722689
E785,F101,6,1.19,101,5.042016806722689
C349,C793,7,1.39,133,5.035971223021583
E119,I250,37,7.37,502,5.020352781546811
G20,R53,17,3.39,212,5.014749262536873
I500,M819,58,11.59,639,5.004314063848145
E669,R54,5,1,58,5
F03,I693,6,1.2,71,5
F109,I10,9,1.8,160,5
F919,G309,8,1.6,90,5
H353,I251,7,1.4,72,5
I251,M259,5,1,63,5
J958,Y839,8,1.6,100,5
G629,I64,5,1.01,61,4.9504950495049505
G309,I519,8,1.6199999999999999,94,4.938271604938272
G319,I10,19,3.85,218,4.935064935064935
E039,I250,14,2.84,173,4.929577464788733
I131,I251,10,2.03,134,4.926108374384237
A419,I250,29,5.9,405,4.915254237288135
C900,F03,5,1.02,63,4.901960784313726
D471,I48,5,1.02,60,4.901960784313726
G419,I10,5,1.02,67,4.901960784313726
I10,T814,5,1.02,76,4.901960784313726
E149,F03,373,76.11,4654,4.900801471554329
F179,M819,39,7.96,536,4.899497487437186
I251,I38,46,9.39,607,4.898828541001064
G309,I269,12,2.45,149,4.897959183673469
G20,I350,10,2.05,117,4.878048780487806
C220,K746,9,1.85,168,4.864864864864865
F03,N289,14,2.9,165,4.827586206896552
F03,I258,13,2.7,158,4.814814814814815
M259,Y831,5,1.04,65,4.8076923076923075
G919,I10,6,1.25,92,4.8
I272,M819,6,1.25,74,4.8
I250,R99,7,1.46,102,4.794520547945206
I739,M819,13,2.72,158,4.779411764705882
A419,I119,27,5.65,400,4.778761061946902
F019,I119,8,1.68,99,4.761904761904762
I10,M797,5,1.05,81,4.761904761904762
I500,M259,5,1.05,66,4.761904761904762
T814,Y839,13,2.73,204,4.761904761904762
I48,R402,7,1.48,95,4.72972972972973
I48,T818,6,1.27,86,4.724409448818897
F101,I251,10,2.12,185,4.716981132075471
F03,I269,50,10.629999999999999,637,4.703668861712136
E86,I250,5,1.07,66,4.672897196261682
F101,J449,18,3.86,350,4.663212435233161
E149,Y831,6,1.29,85,4.651162790697675
J449,K703,7,1.52,140,4.605263157894737
L899,R263,13,2.83,177,4.593639575971731
I250,I672,5,1.09,69,4.587155963302752
E149,R54,56,12.24,682,4.57516339869281
F102,I10,29,6.34,572,4.574132492113565
I10,M259,10,2.19,142,4.566210045662101
E112,I250,5,1.1,76,4.545454545454545
C509,G309,10,2.21,131,4.524886877828054
I119,I709,6,1.33,96,4.511278195488722
F03,K746,15,3.33,231,4.504504504504505
I679,R54,9,2.03,105,4.433497536945813
G309,J439,5,1.1300000000000001,66,4.424778761061947
F102,J449,19,4.3,395,4.4186046511627906
D689,Y442,14,3.17,206,4.416403785488959
I119,J690,6,1.36,83,4.411764705882352
A419,T814,11,2.5,188,4.4
J449,Y831,9,2.06,134,4.368932038834951
D689,I10,22,5.04,366,4.365079365079365
I516,J449,23,5.29,377,4.3478260869565215
C859,F03,10,2.31,133,4.329004329004329
J449,R54,60,13.860000000000001,761,4.329004329004329
G20,R54,9,2.08,114,4.326923076923077
C859,E149,7,1.6300000000000001,109,4.294478527607362
I469,R55,19,4.43,298,4.288939051918736
I250,I679,6,1.4,85,4.285714285714286
F03,R418,8,1.87,111,4.27807486631016
E669,R53,5,1.17,90,4.273504273504273
I250,I429,6,1.41,93,4.25531914893617
J690,N184,5,1.18,66,4.237288135593221
C349,E149,20,4.73,362,4.2283298097251585
I131,I48,16,3.79,239,4.221635883905013
I10,I250,181,43.15,2888,4.194669756662805
F019,I250,9,2.15,124,4.186046511627907
F03,I110,19,4.58,257,4.148471615720524
E149,I517,7,1.69,137,4.1420118343195265
C959,I10,6,1.45,92,4.137931034482759
I258,N189,5,1.21,71,4.132231404958678
J690,M819,9,2.19,125,4.109589041095891
J459,M819,5,1.22,75,4.098360655737705
I500,M628,7,1.71,106,4.093567251461988
I500,M809,6,1.47,80,4.081632653061225
F03,G20,151,37.02,2272,4.078876283090221
C911,F03,9,2.21,123,4.072398190045249
D62,F03,5,1.23,65,4.065040650406504
E785,I131,5,1.23,82,4.065040650406504
J969,R55,5,1.23,84,4.065040650406504
D689,I48,26,6.4,421,4.0625
J969,R402,8,1.97,137,4.060913705583756
F179,G935,6,1.48,131,4.054054054054054
E149,G309,62,15.31,919,4.049640757674722
J969,R263,8,1.98,136,4.040404040404041
I10,Y86,14,3.47,206,4.034582132564841
M819,N179,5,1.24,71,4.032258064516129
C509,M819,10,2.4899999999999998,144,4.016064257028113
I64,M819,12,2.9899999999999998,170,4.013377926421405
I517,J439,4,1,82,4
J189,M819,11,2.76,156,3.985507246376812
E46,M819,12,3.03,176,3.960396039603961
E785,G935,4,1.01,77,3.9603960396039604
I10,K703,8,2.0300000000000002,182,3.940886699507389
G935,R092,5,1.27,95,3.937007874015748
E668,I119,7,1.78,182,3.932584269662921
F03,R64,44,11.24,652,3.9145907473309607
G20,M199,8,2.05,123,3.9024390243902443
E119,F101,4,1.03,86,3.883495145631068
E889,R53,4,1.03,62,3.883495145631068
G309,R53,19,4.9,276,3.877551020408163
I251,M628,7,1.81,113,3.867403314917127
E669,F329,4,1.04,90,3.846153846153846
F03,J449,342,89.44,5380,3.8237924865831845
C509,G20,4,1.05,70,3.8095238095238093
C679,R54,4,1.05,54,3.8095238095238093
I10,J180,4,1.05,63,3.8095238095238093
I120,M819,21,5.52,308,3.804347826086957
E669,F03,10,2.65,178,3.7735849056603774
F03,I259,20,5.3,305,3.7735849056603774
D62,J449,4,1.06,67,3.773584905660377
G473,I119,4,1.06,91,3.773584905660377
I251,I517,15,3.98,302,3.7688442211055277
I38,J189,11,2.92,182,3.767123287671233
I110,I64,5,1.33,85,3.7593984962406015
I110,J449,32,8.54,569,3.747072599531616
E142,L899,4,1.07,83,3.7383177570093458
F179,R263,6,1.61,118,3.7267080745341614
G319,I48,6,1.61,86,3.7267080745341614
C64,F03,6,1.62,94,3.7037037037037033
G700,I10,4,1.08,70,3.7037037037037033
M199,R268,4,1.08,59,3.7037037037037033
C80,F03,9,2.44,144,3.6885245901639343
D649,I110,8,2.17,130,3.686635944700461
E668,I269,5,1.36,138,3.676470588235294
G318,J449,5,1.36,90,3.676470588235294
I250,I500,65,17.7,1121,3.672316384180791
E149,I359,8,2.18,148,3.6697247706422016
E142,I269,5,1.37,104,3.64963503649635
D649,M819,23,6.31,365,3.6450079239302697
F03,F431,4,1.1,71,3.6363636363636362
I110,I48,48,13.28,779,3.6144578313253013
D469,F03,8,2.22,122,3.603603603603603
I802,Y442,4,1.11,77,3.603603603603603
G20,I269,6,1.67,111,3.5928143712574854
I429,R53,6,1.67,104,3.5928143712574854
F102,I251,8,2.23,194,3.587443946188341
E149,G20,41,11.44,770,3.583916083916084
D329,I10,5,1.4,87,3.5714285714285716
A410,I48,4,1.12,71,3.571428571428571
C349,J449,57,16.060000000000002,1235,3.549190535491905
I250,I517,5,1.41,121,3.546099290780142
G309,J440,4,1.1300000000000001,67,3.5398230088495573
G819,I639,8,2.2600000000000002,138,3.5398230088495573
I48,L089,4,1.1300000000000001,73,3.5398230088495573
I110,I251,11,3.12,200,3.5256410256410255
F03,I350,48,13.62,736,3.524229074889868
E142,R53,8,2.27,147,3.5242290748898677
G309,I679,8,2.27,131,3.5242290748898677
I10,R529,5,1.42,87,3.5211267605633805
F03,F209,7,2,149,3.5
G309,M199,14,4,221,3.5
J960,R11,5,1.43,86,3.4965034965034967
D696,F03,7,2.01,123,3.4825870646766175
J969,Y442,4,1.1500000000000001,80,3.478260869565217
I110,J189,6,1.73,103,3.468208092485549
I459,I48,6,1.73,98,3.468208092485549
I119,R628,15,4.34,258,3.456221198156682
E669,R688,5,1.45,134,3.4482758620689657
G309,R634,4,1.16,64,3.4482758620689657
I250,J969,19,5.51,357,3.4482758620689657
N390,R263,6,1.75,111,3.4285714285714284
G309,R568,11,3.21,203,3.426791277258567
C509,C795,5,1.46,112,3.4246575342465753
I350,I959,5,1.46,89,3.4246575342465753
E119,M819,13,3.8,230,3.4210526315789473
C900,D649,4,1.1700000000000002,81,3.418803418803418
I250,R13,6,1.76,108,3.409090909090909
I119,I219,8,2.35,177,3.404255319148936
I10,M513,5,1.47,95,3.4013605442176873
M819,N390,8,2.36,137,3.3898305084745766
I509,M819,9,2.67,153,3.370786516853933
E039,M139,6,1.78,101,3.3707865168539324
I10,M809,12,3.56,195,3.3707865168539324
I250,J960,6,1.78,124,3.3707865168539324
E149,I802,21,6.24,468,3.3653846153846154
D500,I500,4,1.19,70,3.361344537815126
I516,R54,5,1.49,80,3.3557046979865772
I10,I459,8,2.39,132,3.3472803347280333
I219,I250,14,4.19,303,3.3412887828162288
D689,K746,4,1.2,111,3.3333333333333335
D469,E149,6,1.8,115,3.333333333333333
I251,I632,15,4.51,296,3.3259423503325944
I64,R54,24,7.2299999999999995,389,3.319502074688797
J969,M819,15,4.53,275,3.3112582781456954
G309,J459,4,1.21,70,3.3057851239669422
I259,I64,7,2.12,139,3.30188679245283
E669,N189,6,1.82,147,3.2967032967032965
F03,J849,4,1.22,67,3.278688524590164
I269,R53,11,3.36,219,3.2738095238095237
F03,J440,19,5.81,358,3.2702237521514634
F419,G309,5,1.53,83,3.2679738562091503
G309,I350,10,3.06,162,3.2679738562091503
J960,R263,5,1.53,107,3.2679738562091503
A419,Y839,8,2.45,194,3.265306122448979
R263,R688,6,1.84,110,3.260869565217391
I250,R628,13,3.99,229,3.2581453634085213
I250,I509,8,2.46,155,3.252032520325203
I709,M819,9,2.77,158,3.2490974729241877
F179,R55,5,1.54,112,3.2467532467532467
C349,I269,6,1.85,155,3.243243243243243
F03,I251,421,130.13,7545,3.2352263121493894
D469,D696,4,1.24,81,3.2258064516129035
I119,I739,7,2.17,146,3.2258064516129035
C80,J449,9,2.81,202,3.202846975088968
F03,R53,102,31.85,1837,3.202511773940345
I519,J984,6,1.8800000000000001,118,3.1914893617021276
F03,I48,536,168.15,9399,3.1876300921796012
D689,I269,7,2.2,179,3.1818181818181817
E785,F102,4,1.26,109,3.1746031746031744
I48,Y442,19,5.99,376,3.1719532554257093
I469,R402,7,2.22,156,3.153153153153153
F03,I359,6,1.91,106,3.141361256544503
I120,I250,17,5.42,337,3.1365313653136533
E149,E669,62,19.81,1835,3.1297324583543666
E149,I519,21,6.71,489,3.1296572280178836
E785,I250,28,8.95,622,3.128491620111732
I071,I272,4,1.28,81,3.125
R268,R53,4,1.28,75,3.125
E142,I694,5,1.61,112,3.105590062111801
E86,M819,4,1.29,72,3.1007751937984493
F03,F101,6,1.94,141,3.0927835051546393
G912,I10,5,1.62,100,3.0864197530864197
D696,E149,6,1.95,145,3.076923076923077
A415,I10,4,1.3,81,3.0769230769230766
E780,I119,4,1.3,103,3.0769230769230766
D728,I10,5,1.63,96,3.067484662576687
I255,R54,6,1.96,104,3.061224489795918
I119,I499,13,4.28,319,3.0373831775700935
C80,E149,5,1.65,120,3.0303030303030303
F03,F319,5,1.65,118,3.0303030303030303
I269,J440,6,1.98,152,3.0303030303030303
I48,M259,4,1.32,81,3.0303030303030303
I48,M809,5,1.65,89,3.0303030303030303
J958,J969,4,1.32,83,3.0303030303030303
C169,I10,3,1,70,3
E669,M199,6,2,140,3
I251,T814,3,1,74,3
I219,I269,11,3.67,278,2.997275204359673
G934,I959,4,1.34,96,2.9850746268656714
J449,M139,4,1.34,94,2.9850746268656714
C189,G309,3,1.01,58,2.9702970297029703
E109,F03,3,1.01,69,2.9702970297029703
E780,I255,3,1.01,67,2.9702970297029703
G20,M069,3,1.01,71,2.9702970297029703
I429,J440,3,1.01,72,2.9702970297029703
I64,Y831,3,1.01,63,2.9702970297029703
N179,Y831,3,1.01,67,2.9702970297029703
N19,R64,3,1.01,62,2.9702970297029703
E149,M480,4,1.35,88,2.962962962962963
F03,G309,36,12.18,710,2.955665024630542
F03,I672,12,4.07,229,2.9484029484029484
C911,E149,5,1.7,110,2.9411764705882355
E149,K746,26,8.84,763,2.9411764705882355
A410,I10,3,1.02,69,2.941176470588235
A490,F03,3,1.02,62,2.941176470588235
F03,I517,5,1.7000000000000002,97,2.941176470588235
F03,M353,3,1.02,55,2.941176470588235
F179,R402,3,1.02,73,2.941176470588235
F419,R688,3,1.02,61,2.941176470588235
I059,I10,6,2.04,136,2.941176470588235
G309,I694,11,3.75,218,2.933333333333333
F101,J969,5,1.71,155,2.9239766081871346
J189,N009,5,1.71,97,2.9239766081871346
F03,R568,53,18.13,1194,2.9233314947600664
G20,J189,25,8.56,536,2.920560747663551
I080,I251,4,1.37,90,2.9197080291970803
I10,R270,4,1.37,78,2.9197080291970803
C679,G309,3,1.03,56,2.912621359223301
I251,I471,3,1.03,62,2.912621359223301
I350,J439,3,1.03,62,2.912621359223301
D696,E039,5,1.72,113,2.9069767441860463
G309,I802,6,2.0700000000000003,121,2.8985507246376807
I500,K703,4,1.3800000000000001,118,2.8985507246376807
I48,N289,14,4.84,297,2.8925619834710745
E785,M139,5,1.73,105,2.8901734104046244
C61,I714,3,1.04,55,2.8846153846153846
G20,I516,3,1.04,63,2.8846153846153846
I10,L930,3,1.04,81,2.8846153846153846
I469,Y839,6,2.08,162,2.8846153846153846
B182,E149,8,2.78,273,2.877697841726619
G301,R53,4,1.39,74,2.877697841726619
I709,J439,5,1.74,126,2.8735632183908044
I38,J449,19,6.62,442,2.8700906344410875
F03,G629,8,2.79,165,2.867383512544803
E669,K746,3,1.05,110,2.857142857142857
I269,M069,3,1.05,83,2.857142857142857
J449,R418,6,2.1,128,2.857142857142857
R11,W80,3,1.05,60,2.857142857142857
I119,R99,7,2.45,175,2.8571428571428568
J189,J981,4,1.4000000000000001,88,2.8571428571428568
G309,R628,41,14.37,817,2.8531663187195546
F03,I802,25,8.77,523,2.8506271379703536
I269,I499,7,2.46,186,2.845528455284553
A047,F03,9,3.17,185,2.8391167192429023
G934,R53,9,3.17,214,2.8391167192429023
G935,I469,13,4.58,353,2.838427947598253
G20,I429,4,1.41,87,2.8368794326241136
C159,I10,4,1.4100000000000001,98,2.836879432624113
I639,R568,4,1.4100000000000001,97,2.836879432624113
D471,F179,3,1.06,74,2.830188679245283
I10,M419,3,1.06,65,2.830188679245283
I516,I709,6,2.12,138,2.830188679245283
F03,I214,10,3.54,202,2.824858757062147
R522,R53,5,1.77,115,2.824858757062147
I250,I251,29,10.27,689,2.8237585199610518
I059,I251,4,1.42,101,2.8169014084507045
I120,I269,12,4.26,275,2.8169014084507045
M819,R628,23,8.19,453,2.8083028083028085
A419,R263,12,4.28,292,2.803738317757009
E669,J189,6,2.14,177,2.803738317757009
G20,J449,36,12.85,833,2.8015564202334633
I694,M819,5,1.79,98,2.793296089385475
F03,I429,27,9.67,558,2.7921406411582215
I48,M139,7,2.51,149,2.7888446215139444
F03,I10,1039,372.9,21587,2.78626977742022
C349,J439,4,1.44,114,2.7777777777777777
C349,J440,4,1.44,112,2.7777777777777777
E112,I802,3,1.08,73,2.7777777777777777
F191,I119,3,1.08,122,2.7777777777777777
E149,J449,255,92.15,6995,2.7672273467173087
C911,E785,3,1.09,66,2.7522935779816513
E780,I694,3,1.09,73,2.7522935779816513
H353,M819,3,1.09,56,2.7522935779816513
I119,I672,3,1.09,65,2.7522935779816513
I64,N289,3,1.09,65,2.7522935779816513
I802,R579,3,1.09,94,2.7522935779816513
J969,T818,3,1.09,77,2.7522935779816513
E149,R53,31,11.32,721,2.7385159010600706
I38,I48,43,15.709999999999999,956,2.7371101209420754
I269,I802,71,25.94,1928,2.7370855821125675
D500,I469,3,1.1,70,2.727272727272727
E785,M628,3,1.1,70,2.727272727272727
F019,M819,6,2.2,118,2.727272727272727
G934,I269,3,1.1,91,2.727272727272727
G935,I10,23,8.44,635,2.7251184834123223
I516,J189,4,1.47,92,2.7210884353741496
G20,I48,59,21.81,1317,2.7051811095827603
B182,F03,3,1.11,89,2.7027027027027026
D649,R55,3,1.11,66,2.7027027027027026
G20,I802,3,1.11,71,2.7027027027027026
G935,I639,3,1.11,86,2.7027027027027026
I272,K746,4,1.48,121,2.7027027027027026
J960,Y839,3,1.11,82,2.7027027027027026
F03,I679,36,13.37,778,2.692595362752431
I259,J449,19,7.06,497,2.691218130311615
I080,I10,6,2.23,132,2.690582959641256
I48,R54,76,28.25,1483,2.690265486725664
I64,I714,4,1.49,85,2.684563758389262
F03,H919,3,1.1199999999999999,57,2.678571428571429
E86,R11,3,1.12,69,2.6785714285714284
I250,N19,3,1.12,78,2.6785714285714284
J961,M819,3,1.12,73,2.6785714285714284
I269,R568,5,1.87,154,2.6737967914438503
E039,E43,3,1.13,69,2.6548672566371683
I469,Y442,6,2.26,152,2.6548672566371683
I48,R578,3,1.13,79,2.6548672566371683
C900,N189,3,1.1300000000000001,80,2.654867256637168
E876,F03,3,1.1300000000000001,65,2.654867256637168
G934,I429,3,1.1300000000000001,80,2.654867256637168
I120,R522,3,1.1300000000000001,71,2.654867256637168
I251,N289,11,4.15,278,2.650602409638554
C509,I269,5,1.89,136,2.6455026455026456
I48,M628,8,3.04,184,2.6315789473684212
G309,R64,7,2.66,154,2.631578947368421
N19,R630,3,1.1400000000000001,64,2.631578947368421
E149,R568,22,8.37,643,2.6284348864994027
E149,E668,20,7.63,731,2.6212319790301444
C189,E149,12,4.58,307,2.6200873362445414
D689,J449,5,1.9100000000000001,145,2.6178010471204187
I251,I420,5,1.9100000000000001,130,2.6178010471204187
D696,G934,4,1.53,115,2.6143790849673203
E142,G20,4,1.53,96,2.6143790849673203
F019,R630,4,1.53,82,2.6143790849673203
F03,L039,4,1.53,84,2.6143790849673203
E142,F03,27,10.34,636,2.611218568665377
E149,M869,3,1.1500000000000001,86,2.6086956521739126
I959,R53,5,1.92,119,2.604166666666667
C911,I48,12,4.61,269,2.6030368763557483
I251,R53,52,20.02,1195,2.5974025974025974
I359,J189,4,1.54,94,2.5974025974025974
C911,J189,5,1.93,118,2.5906735751295336
I251,M809,3,1.16,65,2.586206896551724
G309,I38,3,1.1600000000000001,63,2.5862068965517238
I48,I719,4,1.55,89,2.5806451612903225
C61,I269,6,2.33,154,2.575107296137339
G309,J449,55,21.37,1251,2.5737014506317264
A047,I64,3,1.17,78,2.5641025641025643
A490,J449,3,1.17,93,2.5641025641025643
I672,R54,3,1.17,62,2.5641025641025643
D500,I10,3,1.1700000000000002,71,2.564102564102564
I38,I709,4,1.56,100,2.564102564102564
J969,Y839,4,1.56,116,2.564102564102564
E669,I48,30,11.71,951,2.561912894961571
I10,M628,13,5.09,313,2.5540275049115913
D469,D619,4,1.57,101,2.5477707006369426
I10,I38,36,14.15,882,2.5441696113074204
C159,I48,3,1.18,86,2.5423728813559325
C80,D649,3,1.18,77,2.5423728813559325
M628,R628,3,1.18,68,2.5423728813559325
I251,I269,44,17.39,1223,2.5301897642323175
C509,F03,25,9.89,579,2.5278058645096055
A419,M628,7,2.77,196,2.527075812274368
G309,I429,5,1.98,112,2.525252525252525
A419,I131,3,1.19,85,2.5210084033613445
E039,R001,3,1.19,67,2.5210084033613445
F059,J690,3,1.19,73,2.5210084033613445
E149,I269,23,9.14,706,2.5164113785557984
G309,N390,20,7.96,458,2.512562814070352
I350,R53,5,1.99,114,2.512562814070352
J690,R54,13,5.18,275,2.50965250965251
G20,I251,54,21.55,1346,2.5058004640371228
A047,E149,4,1.6,110,2.5
B91,I10,3,1.2,78,2.5
C61,E142,5,2,117,2.5
F179,J958,3,1.2,78,2.5
I10,K859,5,2,138,2.5
I110,N19,3,1.2,72,2.5
J439,J440,3,1.2,92,2.5
D696,I251,12,4.8100000000000005,325,2.4948024948024945
E149,I251,327,131.59,9332,2.4849912607340983
I10,J939,3,1.21,74,2.479338842975207
J449,T828,3,1.21,82,2.479338842975207
N185,R54,3,1.21,69,2.479338842975207
E149,I639,11,4.44,315,2.477477477477477
G309,I120,29,11.76,658,2.4659863945578233
